mmsi
205250000
205387000
205395000
205400000
205408000
205420000
205421000
205423000
205438000
205440000
205445000
205463000
205487000
205506000
205517000
205519000
205535000
205547000
205549000
205551000
205552000
205554000
205569000
205580000
205602000
207015000
209000876
209026000
209032000
209034000
209038000
209042000
209048000
209058000
209063000
209068000
209082000
209089000
209102000
209141000
209159000
209162000
209187000
209191000
209194000
209199000
209203000
209219000
209243000
209250000
209263000
209279000
209282000
209292000
209298000
209299000
209330000
209340000
209363000
209373000
209411000
209422000
209430000
209437000
209438000
209485000
209492000
209514000
209526000
209568000
209581000
209593000
209596000
209597000
209605000
209612000
209648000
209651000
209666000
209693000
209703000
209722000
209723000
209733000
209738000
209741000
209748000
209752000
209755000
209756000
209759000
209765000
209782000
209785000
209786000
209795000
209806000
209811000
209816000
209817000
209819000
209827000
209830000
209845000
209854000
209886000
209898000
209922000
209923000
209927000
209941000
209947000
209964000
209977000
209999000
210007000
210029000
210043000
210056000
210066000
210073000
210077000
210083000
210104000
210116000
210135000
210136000
210146000
210156000
210185000
210212000
210224000
210226000
210233000
210239000
210256000
210261000
210263000
210272000
210274000
210278000
210302000
210308000
210335000
210363000
210364000
210366000
210388000
210410000
210449000
210452000
210479000
210509000
210531000
210535000
210549000
210558000
210581000
210593000
210616000
210657000
210729000
210737000
210740000
210744000
210761000
210767000
210806000
210849000
210872000
210875000
210886000
210911000
210913000
210916000
210940000
210947000
210949000
210960000
210963000
210970000
210982000
210985000
211110000
211113000
211114000
211237370
211256500
211256510
211263170
211265290
211378830
211382280
211391170
211429000
211465000
211591000
211613000
211698000
211720000
211739000
211830000
211831000
212026000
212044000
212046000
212053000
212054000
212060000
212089000
212091000
212103000
212139000
212161000
212168000
212175000
212218000
212240000
212250000
212255000
212257000
212258000
212272000
212273000
212275000
212384000
212393000
212398000
212434000
212555000
212581000
212586000
212587000
212651000
212655000
212667000
212669000
212711000
212744000
212810000
212817000
212843000
212855000
212879000
212933000
212950000
215026000
215030000
215037000
215039000
215040000
215041000
215049000
215057000
215078000
215080000
215116000
215137000
215138000
215139000
215150000
215153000
215162000
215163000
215190000
215191000
215193000
215205000
215208000
215210000
215216000
215222000
215226000
215235000
215241000
215245000
215247000
215250000
215252000
215268000
215277000
215280000
215284000
215287000
215305000
215346000
215350000
215371000
215376000
215387000
215390000
215392000
215398000
215399000
215425000
215431000
215438000
215445000
215450000
215453000
215454000
215468000
215471000
215485000
215511000
215512000
215517000
215539000
215567000
215582000
215618000
215626000
215654000
215656000
215703000
215713000
215724000
215733000
215737000
215738000
215761000
215767000
215772000
215776000
215797000
215802000
215805000
215824000
215832432
215851000
215853000
215865000
215874000
215887000
215892000
215929000
215948000
215972000
215980000
218059000
218071000
218072000
218073000
218160000
218433000
218444000
218485000
218538000
218552000
218647000
218673000
218674000
218710000
218735000
219018000
219194000
219887000
219974000
220123000
220164000
220178000
220187000
220199000
220201000
220206000
220221000
220245000
220263000
220396000
220459000
220480000
220568000
220575000
220629000
224030000
224263000
224383000
224434000
224482000
224941000
226028000
226286000
226287000
226288000
226316000
226333000
228019800
228025900
228026700
228027600
228027900
228032700
228313800
228316600
228316700
228323700
228329800
228335900
228337700
228337900
229010000
229016000
229031000
229038000
229039000
229042000
229049000
229057000
229059000
229068000
229069000
229087000
229093000
229094000
229101000
229105000
