,MMSI,STATUS,SPEED,COURSE,HEADING,LAT,LON,TIMESTAMP UTC,STATION
84587,660003100,7,89,355,358,-21.694689999999998,54.31739,2012-11-11 12:29,TER
84598,660003100,7,92,353,349,-21.6842,54.31621,2012-11-11 12:33,TER
84611,660003100,7,91,352,345,-21.67299,54.31483000000001,2012-11-11 12:38,TER
84623,660003100,7,90,357,358,-21.66299,54.313590000000005,2012-11-11 12:42,TER
84631,660003100,7,88,351,350,-21.65297,54.31211,2012-11-11 12:46,TER
85093,660003100,7,89,354,348,-21.64293,54.3108,2012-11-11 12:50,TER
85103,660003100,7,84,348,351,-21.63318,54.309430000000006,2012-11-11 12:54,TER
85106,636015033,0,134,232,235,-21.09274,54.621959999999994,2012-11-11 12:55,TER
85114,660003100,7,89,353,353,-21.62347,54.30797,2012-11-11 12:58,TER
85116,636015033,0,133,232,234,-21.10254,54.608169999999994,2012-11-11 12:59,TER
85122,660001400,0,69,241,511,-21.17148,54.624190000000006,2012-11-11 13:01,TER
85126,660003100,7,86,346,345,-21.61311,54.30636,2012-11-11 13:02,TER
85129,636015033,0,133,233,234,-21.11233,54.5944,2012-11-11 13:04,TER
85132,660001400,0,68,241,511,-21.17534,54.61642,2012-11-11 13:05,TER
85136,660003100,7,86,353,358,-21.60298,54.30483,2012-11-11 13:06,TER
85139,636015033,0,133,232,234,-21.12135,54.58181,2012-11-11 13:08,TER
85146,660003100,7,88,352,350,-21.593770000000003,54.30351999999999,2012-11-11 13:10,TER
85148,660001400,0,68,243,511,-21.17974,54.60739,2012-11-11 13:10,TER
85154,636015033,0,133,231,235,-21.1312,54.56815,2012-11-11 13:12,TER
85155,660001400,0,69,242,511,-21.1818,54.603,2012-11-11 13:13,TER
85159,660003100,7,88,350,351,-21.58335,54.30215,2012-11-11 13:14,TER
85167,636015033,0,134,233,235,-21.14091,54.554480000000005,2012-11-11 13:16,TER
85168,660003100,7,88,353,350,-21.57819,54.30144,2012-11-11 13:17,TER
85169,660001400,0,71,242,511,-21.18546,54.594919999999995,2012-11-11 13:17,TER
85176,636015033,0,134,232,235,-21.14985,54.54185,2012-11-11 13:20,TER
85177,660003100,7,91,354,355,-21.56776,54.2999,2012-11-11 13:21,TER
85179,660001400,0,70,245,511,-21.1893,54.58615,2012-11-11 13:22,TER
85181,636015033,0,134,234,239,-21.15506,54.53443000000001,2012-11-11 13:23,TER
85188,660003100,7,93,355,352,-21.55733,54.29866,2012-11-11 13:25,TER
85190,660001400,0,68,243,511,-21.193170000000002,54.57735,2012-11-11 13:26,TER
85193,636015033,0,134,238,240,-21.16422,54.51859,2012-11-11 13:27,TER
85197,660003100,7,91,353,350,-21.546889999999998,54.297619999999995,2012-11-11 13:29,TER
85200,660001400,0,70,244,511,-21.19652,54.56997,2012-11-11 13:30,TER
85751,636091833,0,147,235,236,-20.87354,54.5386,2012-11-12 14:35,TER
85757,636091833,0,147,237,238,-20.87857,54.530730000000005,2012-11-12 14:38,TER
85869,227556000,7,80,358,511,-21.10888,54.460919999999994,2012-11-16 15:47,TER
85870,660000300,0,68,319,511,-21.667170000000002,54.35799,2012-11-16 15:47,TER
85882,636015033,0,134,238,239,-21.17204,54.505,2012-11-11 13:31,TER
85885,660001400,0,70,243,511,-21.19851,54.56568000000001,2012-11-11 13:33,TER
85887,660003100,7,92,355,349,-21.53613,54.29656,2012-11-11 13:33,TER
85888,636015033,0,132,238,240,-21.17661,54.49711,2012-11-11 13:34,TER
85895,660001400,0,69,245,511,-21.201929999999997,54.55814,2012-11-11 13:37,TER
85899,660003100,7,86,351,344,-21.52507,54.29533000000001,2012-11-11 13:38,TER
85900,636015033,0,132,238,239,-21.184379999999997,54.48376,2012-11-11 13:38,TER
85907,660001400,0,71,244,511,-21.20572,54.54995,2012-11-11 13:41,TER
85909,660003100,7,93,356,358,-21.514770000000002,54.29436,2012-11-11 13:42,TER
85911,636015033,0,134,238,240,-21.19288,54.4692,2012-11-11 13:42,TER
85919,660001400,0,70,244,511,-21.20926,54.54166,2012-11-11 13:45,TER
85922,660003100,7,88,354,349,-21.50435,54.293459999999996,2012-11-11 13:46,TER
85923,636015033,0,136,239,240,-21.20131,54.45423,2012-11-11 13:46,TER
85927,660001400,0,72,244,511,-21.21122,54.5371,2012-11-11 13:48,TER
85932,636015033,0,136,239,240,-21.209,54.44031999999999,2012-11-11 13:50,TER
85933,660003100,7,91,355,351,-21.493470000000002,54.292269999999995,2012-11-11 13:50,TER
85939,660001400,0,72,245,511,-21.21453,54.52936999999999,2012-11-11 13:52,TER
85942,660003100,7,90,354,352,-21.48819,54.291669999999996,2012-11-11 13:53,TER
85943,636015033,0,136,238,240,-21.21348,54.43216999999999,2012-11-11 13:53,TER
85951,660001400,0,73,244,511,-21.21828,54.52104,2012-11-11 13:56,TER
85954,660003100,7,91,354,353,-21.476670000000002,54.29045,2012-11-11 13:57,TER
85955,636015033,0,135,240,240,-21.22241,54.4159,2012-11-11 13:57,TER
85962,660001400,0,73,244,511,-21.222070000000002,54.51255,2012-11-11 14:00,TER
85966,660003100,7,74,276,277,-21.47492,54.282340000000005,2012-11-11 14:01,TER
85968,636015033,0,136,239,239,-21.23074,54.4009,2012-11-11 14:02,TER
85970,660001400,0,73,244,511,-21.22409,54.50799,2012-11-11 14:03,TER
85976,660003100,7,76,277,274,-21.47385,54.27332,2012-11-11 14:06,TER
85978,636015033,0,136,238,239,-21.2385,54.387080000000005,2012-11-11 14:06,TER
85982,660001400,0,73,244,511,-21.228170000000002,54.49895,2012-11-11 14:07,TER
85988,660001400,0,73,244,511,-21.2308,54.493,2012-11-11 14:10,TER
85990,636015033,0,134,237,238,-21.24776,54.371069999999996,2012-11-11 14:10,TER
85991,660003100,7,86,277,277,-21.472379999999998,54.261140000000005,2012-11-11 14:10,TER
86107,636091833,0,146,236,237,-20.88768,54.516130000000004,2012-11-12 14:42,TER
86118,636091833,0,147,236,238,-20.89724,54.50095,2012-11-12 14:46,TER
86128,636091833,0,145,235,237,-20.906229999999997,54.48664,2012-11-12 14:50,TER
86137,636091833,0,145,236,238,-20.915789999999998,54.471740000000004,2012-11-12 14:54,TER
86150,636091833,0,145,235,237,-20.92525,54.45681,2012-11-12 14:58,TER
86157,636091833,0,146,237,239,-20.93414,54.4423,2012-11-12 15:02,TER
86170,636091833,0,147,237,239,-20.943070000000002,54.42776,2012-11-12 15:06,TER
86179,636091833,0,144,237,239,-20.95226,54.41256,2012-11-12 15:10,TER
86186,636091833,0,145,237,238,-20.96143,54.39741,2012-11-12 15:15,TER
86194,636091833,0,144,237,239,-20.970670000000002,54.38228,2012-11-12 15:19,TER
86220,227556000,7,79,0,511,-21.0992,54.46085,2012-11-16 15:51,TER
86221,660000300,0,66,316,511,-21.66085,54.3526,2012-11-16 15:51,TER
86225,660000300,0,68,314,511,-21.65765,54.34936999999999,2012-11-16 15:54,TER
86229,227556000,7,78,359,511,-21.088820000000002,54.46075,2012-11-16 15:56,TER
86234,660000300,0,66,321,511,-21.65315,54.34477,2012-11-16 15:57,TER
86239,227556000,7,82,2,511,-21.07991,54.46066,2012-11-16 16:00,TER
86240,660000300,0,66,319,511,-21.6496,54.34111,2012-11-16 16:00,TER
86248,660000300,0,66,318,511,-21.64323,54.33486,2012-11-16 16:04,TER
86251,227556000,7,78,1,511,-21.067510000000002,54.46059,2012-11-16 16:05,TER
86254,227556000,7,52,4,511,-21.06265,54.460469999999994,2012-11-16 16:08,TER
86256,660000300,0,65,315,511,-21.63791,54.32956,2012-11-16 16:08,TER
86262,227556000,7,11,139,511,-21.06195,54.46148,2012-11-16 16:11,TER
86263,660000300,0,66,319,511,-21.63472,54.326530000000005,2012-11-16 16:11,TER
86269,227556000,7,4,341,511,-21.0612,54.4611,2012-11-16 16:15,TER
86272,660000300,0,63,319,511,-21.62708,54.31935,2012-11-16 16:16,TER
86279,660000300,0,65,319,511,-21.62342,54.31608000000001,2012-11-16 16:19,TER
86280,227556000,7,6,218,511,-21.06146,54.46076,2012-11-16 16:20,TER
86286,660000300,0,64,318,511,-21.619870000000002,54.31256,2012-11-16 16:22,TER
86289,227556000,7,4,207,511,-21.06189,54.460390000000004,2012-11-16 16:24,TER
86297,660000300,0,64,319,511,-21.6125,54.30515,2012-11-16 16:27,TER
86298,227556000,7,5,211,511,-21.06233,54.46009,2012-11-16 16:29,TER
86300,660000300,0,65,311,511,-21.60954,54.30198000000001,2012-11-16 16:30,TER
86307,227556000,7,5,198,511,-21.0629,54.45981,2012-11-16 16:33,TER
86309,660000300,0,63,314,511,-21.60318,54.29531,2012-11-16 16:35,TER
86318,660000300,0,64,319,511,-21.59649,54.28892,2012-11-16 16:40,TER
86322,227556000,7,5,182,511,-21.06382,54.459340000000005,2012-11-16 16:42,TER
86324,660000300,0,64,316,511,-21.59265,54.284969999999994,2012-11-16 16:43,TER
86328,227556000,7,4,207,511,-21.06417,54.45918,2012-11-16 16:45,TER
86329,660000300,0,63,318,511,-21.58875,54.28111,2012-11-16 16:46,TER
86342,636091833,0,144,237,239,-20.979329999999997,54.36786,2012-11-12 15:23,TER
86356,636091833,0,144,238,239,-20.988329999999998,54.352759999999996,2012-11-12 15:27,TER
86368,636091833,0,144,237,238,-20.99738,54.337680000000006,2012-11-12 15:31,TER
86377,636091833,0,143,237,238,-21.00599,54.323269999999994,2012-11-12 15:35,TER
86384,636091833,0,143,237,238,-21.01485,54.30838000000001,2012-11-12 15:39,TER
86393,636091833,0,143,238,238,-21.0195,54.30049,2012-11-12 15:42,TER
86399,636091833,0,141,238,239,-21.02776,54.28605,2012-11-12 15:46,TER
86411,636091833,0,143,239,239,-21.03647,54.270869999999995,2012-11-12 15:50,TER
86422,636091833,0,142,237,238,-21.0453,54.2556,2012-11-12 15:54,TER
86431,636091833,0,143,238,239,-21.05411,54.240230000000004,2012-11-12 15:58,TER
86462,636091833,0,144,237,237,-21.06289,54.22493000000001,2012-11-12 16:02,TER
86471,636091833,0,144,238,238,-21.06768,54.2169,2012-11-12 16:05,TER
86484,636091833,0,144,236,236,-21.079829999999998,54.19692,2012-11-12 16:10,TER
86563,660001400,0,74,245,511,-21.2331,54.487730000000006,2012-11-11 14:13,TER
86565,636015033,0,134,237,238,-21.25584,54.35759,2012-11-11 14:14,TER
86566,660003100,7,85,278,278,-21.47133,54.251180000000005,2012-11-11 14:14,TER
86570,660003100,7,82,283,276,-21.47051,54.24576999999999,2012-11-11 14:17,TER
86571,636015033,0,136,237,239,-21.26063,54.349630000000005,2012-11-11 14:17,TER
86577,660001400,0,76,244,511,-21.236720000000002,54.479169999999996,2012-11-11 14:17,TER
86578,660001400,0,74,245,511,-21.23871,54.47456999999999,2012-11-11 14:20,TER
86581,660003100,7,91,279,282,-21.46857,54.235440000000004,2012-11-11 14:21,TER
86585,636015033,0,136,237,239,-21.2695,54.334880000000005,2012-11-11 14:21,TER
86589,660001400,0,73,243,511,-21.24258,54.46593000000001,2012-11-11 14:24,TER
86591,660003100,7,89,279,278,-21.46656,54.22416,2012-11-11 14:25,TER
86601,636015033,0,137,237,236,-21.27899,54.31898,2012-11-11 14:26,TER
86612,660001400,0,72,243,511,-21.246679999999998,54.45695,2012-11-11 14:29,TER
86617,660003100,7,95,282,284,-21.46443,54.212669999999996,2012-11-11 14:29,TER
86620,636015033,0,137,235,236,-21.2892,54.30344,2012-11-11 14:30,TER
86623,660001400,0,73,244,511,-21.25055,54.448609999999995,2012-11-11 14:33,TER
86626,660003100,7,86,280,277,-21.4623,54.20195,2012-11-11 14:33,TER
86630,636015033,0,138,234,236,-21.298679999999997,54.289069999999995,2012-11-11 14:35,TER
86635,660003100,7,89,281,282,-21.46037,54.191140000000004,2012-11-11 14:37,TER
86636,660001400,0,73,244,511,-21.25481,54.439530000000005,2012-11-11 14:38,TER
86642,636015033,0,137,235,237,-21.307479999999998,54.275619999999996,2012-11-11 14:39,TER
86643,660003100,7,89,283,287,-21.45915,54.18513000000001,2012-11-11 14:40,TER
86646,660001400,0,74,244,511,-21.25862,54.431059999999995,2012-11-11 14:42,TER
86651,636015033,0,138,234,237,-21.31769,54.26005,2012-11-11 14:43,TER
86652,660003100,7,89,286,281,-21.45692,54.173869999999994,2012-11-11 14:44,TER
86657,636015033,0,138,235,236,-21.32281,54.2521,2012-11-11 14:46,TER
86658,660001400,0,73,244,511,-21.26216,54.42318,2012-11-11 14:46,TER
86662,660003100,7,86,282,282,-21.4549,54.16346,2012-11-11 14:48,TER
86665,636015033,0,138,235,237,-21.33231,54.237480000000005,2012-11-11 14:50,TER
86666,660001400,0,74,244,511,-21.2659,54.414590000000004,2012-11-11 14:50,TER
86670,660003100,7,86,284,289,-21.4528,54.152280000000005,2012-11-11 14:52,TER
86757,636091833,0,145,236,236,-21.089129999999997,54.18179,2012-11-12 16:14,TER
86765,636091833,0,145,236,236,-21.09846,54.166669999999996,2012-11-12 16:19,TER
86773,636091833,0,144,236,236,-21.10734,54.15237,2012-11-12 16:23,TER
86783,636091833,0,144,236,236,-21.11625,54.138119999999994,2012-11-12 16:27,TER
86788,227556000,7,5,205,511,-21.064629999999998,54.45895,2012-11-16 16:50,TER
86792,660000300,0,63,317,511,-21.58176,54.27437,2012-11-16 16:51,TER
86795,227556000,7,4,211,511,-21.0649,54.45881,2012-11-16 16:53,TER
86800,660000300,0,63,318,511,-21.575689999999998,54.2685,2012-11-16 16:56,TER
86804,227556000,7,5,205,511,-21.06537,54.45859,2012-11-16 16:57,TER
86807,660000300,0,63,320,511,-21.57121,54.264340000000004,2012-11-16 16:59,TER
86811,227556000,7,4,196,511,-21.06568,54.458459999999995,2012-11-16 17:01,TER
86814,660000300,0,63,319,511,-21.56726,54.26051,2012-11-16 17:02,TER
86824,660000300,0,66,315,511,-21.56107,54.254509999999996,2012-11-16 17:07,TER
86831,660000300,0,65,317,511,-21.556079999999998,54.24989,2012-11-16 17:10,TER
86840,660000300,0,65,317,511,-21.54926,54.24351,2012-11-16 17:15,TER
86843,227556000,7,5,206,511,-21.06721,54.45769,2012-11-16 17:16,TER
86846,227556000,7,4,200,511,-21.06741,54.45757,2012-11-16 17:19,TER
86848,660000300,0,68,318,511,-21.54318,54.237840000000006,2012-11-16 17:20,TER
86852,227556000,7,5,202,511,-21.06791,54.45737,2012-11-16 17:23,TER
86855,660000300,0,66,320,511,-21.53671,54.23171,2012-11-16 17:24,TER
86859,227556000,7,3,231,511,-21.0683,54.457190000000004,2012-11-16 17:27,TER
86863,660000300,0,66,318,511,-21.53111,54.226459999999996,2012-11-16 17:28,TER
86867,227556000,7,4,207,511,-21.06871,54.45694,2012-11-16 17:32,TER
86871,660000300,0,66,318,511,-21.52504,54.22087,2012-11-16 17:33,TER
86880,227556000,7,5,206,511,-21.06919,54.45672,2012-11-16 17:36,TER
86883,660000300,0,66,321,511,-21.51934,54.21566,2012-11-16 17:37,TER
86887,227556000,7,5,195,511,-21.069679999999998,54.4565,2012-11-16 17:40,TER
86890,660000300,0,67,319,511,-21.5127,54.209740000000004,2012-11-16 17:41,TER
86894,660000300,0,67,316,511,-21.50945,54.20673000000001,2012-11-16 17:44,TER
87010,660001400,0,73,244,511,-21.26791,54.41005,2012-11-11 14:53,TER
87016,636015033,0,139,235,237,-21.34188,54.22276,2012-11-11 14:54,TER
87017,660003100,7,88,280,286,-21.45164,54.146840000000005,2012-11-11 14:55,TER
87021,660001400,0,72,245,511,-21.27144,54.40215,2012-11-11 14:57,TER
87022,636015033,0,139,235,237,-21.34702,54.21484,2012-11-11 14:57,TER
87026,660003100,7,87,283,282,-21.44952,54.13629,2012-11-11 14:59,TER
87030,660001400,0,73,246,511,-21.275560000000002,54.39304,2012-11-11 15:01,TER
87031,636015033,0,138,234,237,-21.357329999999997,54.199059999999996,2012-11-11 15:01,TER
87035,660003100,7,90,283,285,-21.44754,54.1258,2012-11-11 15:03,TER
87038,660001400,0,73,243,511,-21.27761,54.38855,2012-11-11 15:04,TER
87039,636015033,0,138,234,236,-21.362460000000002,54.191109999999995,2012-11-11 15:04,TER
87045,660003100,7,91,282,279,-21.445510000000002,54.1152,2012-11-11 15:07,TER
87047,660001400,0,72,244,511,-21.28124,54.38061999999999,2012-11-11 15:08,TER
87050,636015033,0,138,231,232,-21.3722,54.176730000000006,2012-11-11 15:08,TER
87055,660003100,7,85,283,283,-21.44383,54.10651,2012-11-11 15:10,TER
87058,660001400,0,72,244,511,-21.28541,54.37161,2012-11-11 15:12,TER
87059,636015033,0,139,231,232,-21.38276,54.16291,2012-11-11 15:12,TER
87072,636015033,0,139,231,233,-21.38785,54.15619,2012-11-11 15:15,TER
87073,660003100,7,89,280,282,-21.4418,54.09575,2012-11-11 15:15,TER
87108,660001400,0,76,243,511,-21.28754,54.36708,2012-11-11 15:15,TER
87125,227556000,7,5,217,511,-21.07041,54.45628000000001,2012-11-16 17:46,TER
87131,660000300,0,66,317,511,-21.503770000000003,54.200630000000004,2012-11-16 17:48,TER
87133,227556000,7,4,179,511,-21.07067,54.45616999999999,2012-11-16 17:49,TER
87139,660000300,0,67,315,511,-21.498,54.19457,2012-11-16 17:52,TER
87143,227556000,7,7,189,511,-21.07141,54.45613,2012-11-16 17:53,TER
87148,660000300,0,65,314,511,-21.49405,54.190459999999995,2012-11-16 17:55,TER
87154,227556000,7,5,209,511,-21.0721,54.455980000000004,2012-11-16 17:58,TER
87155,660000300,0,67,316,511,-21.4909,54.18731999999999,2012-11-16 17:58,TER
87162,227556000,7,6,190,511,-21.07261,54.45591999999999,2012-11-16 18:02,TER
87163,660000300,0,65,313,511,-21.4852,54.18133,2012-11-16 18:02,TER
87175,227556000,7,6,206,511,-21.0732,54.45573,2012-11-16 18:06,TER
87178,660000300,0,64,314,511,-21.479129999999998,54.17507,2012-11-16 18:07,TER
87186,227556000,7,6,192,511,-21.07376,54.45555,2012-11-16 18:10,TER
87191,660000300,0,64,318,511,-21.473779999999998,54.16996999999999,2012-11-16 18:11,TER
87199,227556000,7,6,176,511,-21.074360000000002,54.45543000000001,2012-11-16 18:15,TER
87201,660000300,0,64,318,511,-21.46746,54.164069999999995,2012-11-16 18:15,TER
87207,660000300,0,63,319,511,-21.46394,54.160790000000006,2012-11-16 18:18,TER
87210,227556000,7,5,193,511,-21.07501,54.45531,2012-11-16 18:19,TER
87216,660000300,0,64,317,511,-21.45672,54.15421,2012-11-16 18:23,TER
87222,227556000,7,5,175,511,-21.07584,54.45523000000001,2012-11-16 18:25,TER
87225,227556000,7,3,179,511,-21.07615,54.45519,2012-11-16 18:28,TER
87226,660000300,0,64,322,511,-21.45083,54.148880000000005,2012-11-16 18:28,TER
87247,636091833,0,145,235,237,-21.12578,54.12321,2012-11-12 16:31,TER
87259,636091833,0,144,235,236,-21.135289999999998,54.10833,2012-11-12 16:35,TER
87267,636091833,0,143,237,238,-21.1447,54.09349,2012-11-12 16:39,TER
87277,636091833,0,143,236,238,-21.15389,54.078540000000004,2012-11-12 16:43,TER
87282,636091833,0,143,238,239,-21.15827,54.07134,2012-11-12 16:46,TER
87289,636091833,0,141,237,239,-21.16808,54.05495,2012-11-12 16:50,TER
87300,636091833,0,142,237,239,-21.17715,54.03991,2012-11-12 16:54,TER
87310,636091833,0,141,237,239,-21.18608,54.024969999999996,2012-11-12 16:58,TER
87317,636091833,0,142,237,238,-21.19079,54.01713,2012-11-12 17:01,TER
87326,636091833,0,144,237,238,-21.19979,54.00216999999999,2012-11-12 17:05,TER
87333,636091833,0,143,237,239,-21.21143,53.982780000000005,2012-11-12 17:10,TER
87344,636091833,0,144,237,239,-21.220470000000002,53.96771,2012-11-12 17:14,TER
87348,636091833,0,144,237,239,-21.225279999999998,53.95976999999999,2012-11-12 17:17,TER
87354,227556000,7,5,189,511,-21.07678,54.4551,2012-11-16 18:32,TER
87355,660000300,0,63,320,511,-21.44484,54.143519999999995,2012-11-16 18:32,TER
87383,660000300,0,65,319,511,-21.43885,54.13811,2012-11-16 18:36,TER
87387,227556000,7,6,179,511,-21.077479999999998,54.455090000000006,2012-11-16 18:37,TER
87401,660000300,0,65,319,511,-21.43569,54.13521,2012-11-16 18:39,TER
87408,227556000,7,5,169,511,-21.078020000000002,54.455090000000006,2012-11-16 18:41,TER
87420,660000300,0,64,316,511,-21.42907,54.128890000000006,2012-11-16 18:44,TER
87423,416000154,99,58,238,511,-21.09529,53.74091,2012-11-16 18:44,SAT
87441,227556000,7,5,174,511,-21.07862,54.455040000000004,2012-11-16 18:45,TER
87468,636091833,0,144,235,238,-21.23441,53.944669999999995,2012-11-12 17:21,TER
87474,636091833,0,143,237,239,-21.24352,53.92961999999999,2012-11-12 17:25,TER
87481,636091833,0,143,237,239,-21.25315,53.913990000000005,2012-11-12 17:29,TER
87491,636091833,0,143,236,237,-21.26267,53.89835,2012-11-12 17:34,TER
87499,636091833,0,143,236,238,-21.27202,53.883430000000004,2012-11-12 17:38,TER
87507,636091833,0,143,235,237,-21.28131,53.86874,2012-11-12 17:42,TER
87514,636091833,0,142,236,238,-21.29063,53.85394,2012-11-12 17:46,TER
87519,636091833,0,141,235,237,-21.29553,53.846169999999994,2012-11-12 17:49,TER
87526,636091833,0,141,236,238,-21.305770000000003,53.83015,2012-11-12 17:53,TER
87535,636091833,0,140,235,238,-21.31554,53.81486999999999,2012-11-12 17:58,TER
87579,636091833,0,140,235,238,-21.3226,53.80388000000001,2012-11-12 18:01,TER
87723,636091833,0,140,236,238,-21.33178,53.78944,2012-11-12 18:05,TER
87729,636091833,0,139,235,237,-21.34052,53.77567,2012-11-12 18:09,TER
87753,636091833,0,139,234,237,-21.34756,53.764669999999995,2012-11-12 18:12,TER
87916,660000300,0,63,318,511,-21.424770000000002,54.12469,2012-11-16 18:47,TER
87924,660000300,0,63,319,511,-21.41924,54.11917,2012-11-16 18:51,TER
87925,227556000,7,5,159,511,-21.07948,54.455,2012-11-16 18:52,TER
87931,660000300,0,63,315,511,-21.41587,54.11561999999999,2012-11-16 18:54,TER
87936,227556000,7,3,183,511,-21.08005,54.455,2012-11-16 18:56,TER
87939,660000300,0,62,317,511,-21.41084,54.110369999999996,2012-11-16 18:58,TER
87943,227556000,7,5,172,511,-21.08052,54.455,2012-11-16 19:00,TER
87945,660000300,0,63,315,511,-21.40708,54.106390000000005,2012-11-16 19:01,TER
87947,227556000,7,5,171,511,-21.080779999999997,54.45503000000001,2012-11-16 19:03,TER
87958,660000300,0,62,320,511,-21.3963,54.095040000000004,2012-11-16 19:10,TER
87966,227556000,7,6,187,511,-21.08214,54.4551,2012-11-16 19:13,TER
87982,227556000,7,5,150,511,-21.083389999999998,54.45522,2012-11-16 19:24,TER
88007,227556000,7,5,164,511,-21.08474,54.455619999999996,2012-11-16 19:37,TER
88015,227556000,7,5,156,511,-21.08526,54.455740000000006,2012-11-16 19:41,TER
88019,227556000,7,6,152,511,-21.08558,54.455830000000006,2012-11-16 19:44,TER
88025,227556000,7,6,155,511,-21.08623,54.45607,2012-11-16 19:48,TER
88043,660003100,7,86,287,286,-21.439770000000003,54.08517,2012-11-11 15:19,TER
88044,636015033,0,137,234,236,-21.39811,54.142430000000004,2012-11-11 15:19,TER
88045,660001400,0,74,241,511,-21.29156,54.35867,2012-11-11 15:19,TER
88051,660003100,7,84,282,284,-21.43767,54.07421,2012-11-11 15:23,TER
88052,636015033,0,136,233,235,-21.40778,54.12825,2012-11-11 15:23,TER
88053,660001400,0,72,242,511,-21.29591,54.349630000000005,2012-11-11 15:24,TER
88060,660003100,7,86,283,279,-21.435570000000002,54.06373000000001,2012-11-11 15:27,TER
88061,636015033,0,136,233,236,-21.41764,54.114090000000004,2012-11-11 15:27,TER
88063,660001400,0,75,239,511,-21.3001,54.34126,2012-11-11 15:28,TER
88066,636015033,0,136,234,236,-21.42295,54.1065,2012-11-11 15:30,TER
88071,660003100,7,87,286,282,-21.43329,54.05301,2012-11-11 15:32,TER
88072,660001400,0,74,242,511,-21.30432,54.332969999999996,2012-11-11 15:32,TER
88076,636015033,0,137,233,236,-21.43286,54.0925,2012-11-11 15:34,TER
88077,660001400,0,74,241,511,-21.306620000000002,54.32841,2012-11-11 15:35,TER
88079,660003100,7,83,284,286,-21.43122,54.04298000000001,2012-11-11 15:36,TER
88080,636015033,0,137,232,236,-21.43901,54.08388000000001,2012-11-11 15:37,TER
88085,660001400,0,75,244,511,-21.31044,54.320530000000005,2012-11-11 15:39,TER
88087,660003100,7,82,286,282,-21.42887,54.032140000000005,2012-11-11 15:40,TER
88089,636015033,0,136,232,235,-21.448929999999997,54.06972,2012-11-11 15:41,TER
88094,660001400,0,75,243,511,-21.31491,54.31136,2012-11-11 15:43,TER
88096,660003100,7,86,286,276,-21.42651,54.02151,2012-11-11 15:45,TER
88098,636015033,0,135,234,238,-21.45855,54.05551,2012-11-11 15:45,TER
88102,660001400,0,75,241,511,-21.319020000000002,54.30305,2012-11-11 15:48,TER
88103,636015033,0,134,234,238,-21.463620000000002,54.0479,2012-11-11 15:48,TER
88107,660003100,7,84,283,281,-21.42401,54.010419999999996,2012-11-11 15:49,TER
88111,660001400,0,76,242,511,-21.32325,54.29473,2012-11-11 15:52,TER
88113,636015033,0,133,235,237,-21.473670000000002,54.03269,2012-11-11 15:52,TER
88114,660003100,7,92,288,287,-21.42155,54.0001,2012-11-11 15:53,TER
88119,636015033,0,133,235,238,-21.47864,54.0251,2012-11-11 15:55,TER
88121,660001400,0,74,240,511,-21.32789,54.2857,2012-11-11 15:57,TER
88123,660003100,7,93,282,279,-21.418860000000002,53.988969999999995,2012-11-11 15:58,TER
88127,636015033,0,131,236,238,-21.48851,54.010090000000005,2012-11-11 15:59,TER
88131,227556000,7,80,212,511,-21.6034,54.6251,2012-11-11 16:01,TER
88132,660001400,0,75,241,511,-21.3323,54.27737,2012-11-11 16:01,TER
88133,660003100,7,85,284,283,-21.416079999999997,53.978590000000004,2012-11-11 16:02,TER
88137,636015033,0,131,237,238,-21.49755,53.99601,2012-11-11 16:04,TER
88138,227556000,7,81,214,511,-21.61114,54.618869999999994,2012-11-11 16:05,TER
88139,660001400,0,76,242,511,-21.33703,54.26843,2012-11-11 16:06,TER
88206,636091833,0,139,235,238,-21.35579,53.75156,2012-11-12 18:16,TER
88216,636091833,0,139,236,239,-21.36478,53.736999999999995,2012-11-12 18:20,TER
88224,636091833,0,140,237,239,-21.37376,53.7223,2012-11-12 18:24,TER
88231,636091833,0,139,236,238,-21.38345,53.706269999999996,2012-11-12 18:29,TER
88437,636091833,0,139,237,238,-21.39379,53.68875,2012-11-12 18:34,TER
88443,636091833,0,140,238,238,-21.40244,53.6738,2012-11-12 18:38,TER
88453,636091833,0,142,239,238,-21.411260000000002,53.65812,2012-11-12 18:43,TER
88458,636091833,0,139,239,238,-21.42043,53.64164,2012-11-12 18:47,TER
88462,636091833,0,143,239,239,-21.42569,53.63219,2012-11-12 18:50,TER
88599,227556000,7,6,157,511,-21.08684,54.4564,2012-11-16 19:53,TER
88607,227556000,7,3,128,511,-21.087329999999998,54.45664,2012-11-16 19:57,TER
88614,227556000,7,5,153,511,-21.08784,54.456869999999995,2012-11-16 20:01,TER
88622,227556000,7,8,148,511,-21.08831,54.45715,2012-11-16 20:05,TER
88628,227556000,7,4,139,511,-21.08855,54.45729,2012-11-16 20:08,TER
88657,227556000,7,5,129,511,-21.090329999999998,54.45874,2012-11-16 20:26,TER
88664,227556000,7,4,107,511,-21.09048,54.45885,2012-11-16 20:29,TER
88685,227556000,7,5,111,511,-21.09113,54.459590000000006,2012-11-16 20:38,TER
88705,660003100,7,86,283,279,-21.41317,53.96824,2012-11-11 16:06,TER
88710,636015033,0,131,236,238,-21.50639,53.98194,2012-11-11 16:08,TER
88712,227556000,7,79,217,511,-21.62005,54.61169,2012-11-11 16:10,TER
88715,660003100,7,90,287,280,-21.40985,53.95661,2012-11-11 16:10,TER
